City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI
Visakhapatnam,05-11-2018,11.35,38.83,10.19,17.47,17.57,6.06,0.6,2.72,22.95,2.14,5.12,1.68,44
Visakhapatnam,06-11-2018,30.77,89.68,28.77,42.96,46.24,7.16,0.75,6.5,26.63,4.53,10.11,4.49,74
Visakhapatnam,07-11-2018,101.79,160.09,27.33,44.43,45.85,7.79,0.74,19,39.23,4.82,10.14,3.61,112
Visakhapatnam,09-11-2018,48.16,108.47,13.22,29.96,26.68,12.58,0.66,5.47,40.88,3.51,7.77,2.97,142
Visakhapatnam,10-11-2018,66.51,160.33,14.16,33.99,29.59,14.08,0.74,13.53,51.26,4.62,8.39,3.38,127
Visakhapatnam,16-11-2018,54.95,111.88,3.34,17.67,12.13,8.49,0.81,3.19,78.71,3.52,6.06,1.96,103
Visakhapatnam,17-11-2018,57.21,138.21,7.95,20.42,17.34,9.23,0.7,3.03,63.84,3.59,5.51,1.96,131
Visakhapatnam,18-11-2018,40.27,97.11,10.89,27.34,23.39,7.52,0.64,8.67,37.11,3.33,6.76,2.05,107
Visakhapatnam,19-11-2018,42.25,88.83,3.41,15.38,10.95,9.2,0.63,3.94,60.08,2.67,6.45,1.53,86
Visakhapatnam,20-11-2018,47.82,94.72,4.15,16.99,12.42,10.43,0.66,5.07,60.2,2.56,6.14,1.33,96
Visakhapatnam,01-12-2018,61.71,120.39,6.39,37.42,25.09,15.55,0.68,7.74,84.67,4.46,8.49,2.17,112
Visakhapatnam,16-12-2018,53.03,107.74,4.65,22.34,15.67,10.4,0.61,7.09,49.89,2.87,5.47,0.99,130
Visakhapatnam,17-12-2018,24.85,42.28,4.73,15.9,12.29,8.39,0.58,2.94,51.06,2.37,3.63,0.52,79
Visakhapatnam,18-12-2018,5.89,24.42,11.44,36.94,27.3,7.9,0.54,3.65,17.13,3.99,9.58,3.78,61
Visakhapatnam,19-12-2018,8.6,26.8,5.11,20.6,15.12,7.57,0.46,2.81,37.63,2.44,6.18,1.84,49
Visakhapatnam,22-12-2018,63.48,97.28,4.38,29.34,19.17,12.95,0.62,19.89,78.72,2.8,7.91,1.26,91
Visakhapatnam,26-01-2019,45.94,56.4,14.33,22.82,23.79,14.3,0.63,7.14,25.44,3.06,6.2,1.84,113
Visakhapatnam,27-01-2019,80.45,129.08,2.37,17.27,11.11,17.47,0.78,6.64,69.36,3.23,4.96,0.63,101
Visakhapatnam,28-01-2019,85.77,138.65,6.2,42.57,27.67,14.85,0.88,8.47,51.84,3.51,5.42,1.37,196
Visakhapatnam,29-01-2019,79.75,127.43,5.36,44.93,28.26,14.54,0.83,8.68,62.36,3.15,4.48,1.34,172
Visakhapatnam,30-01-2019,71.88,117.96,2.97,33.23,20.1,13.49,0.71,10.28,77.3,2.15,3.84,0.87,160
Visakhapatnam,01-02-2019,53.84,106.93,11.78,51.62,37.03,10.88,0.84,7.87,83.16,2.56,5.05,1.38,116
Visakhapatnam,03-02-2019,85.53,245.56,28.37,65.16,57.72,13.92,1.06,9.32,60.92,4.75,6.65,2.85,205
Visakhapatnam,04-02-2019,71.09,144.15,6.02,46.25,29.51,14.77,0.85,5.64,77.64,2.83,4.04,1.24,147
Visakhapatnam,09-02-2019,76.34,140.91,12.42,42.83,32.88,19.15,0.83,13.4,21.97,1.8,4.79,0.5,165
Visakhapatnam,11-02-2019,59.05,124.13,3.08,28.13,17.47,12.39,0.68,4.38,65.86,1.2,2.11,0.17,126
Visakhapatnam,12-02-2019,54.84,126.53,3.32,33.09,20.3,11.44,0.72,5.12,69.7,1.36,3.45,0.28,114
Visakhapatnam,14-02-2019,94.42,178.56,30.85,60.03,57.02,11.61,1.06,8.19,50.52,3.18,3.84,1.07,182
Visakhapatnam,15-02-2019,55.03,94.34,3.61,30.02,17.16,10.53,0.74,6.43,59.81,1.47,1.98,0.37,144
Visakhapatnam,16-02-2019,67.33,138.24,24.49,44.68,43.67,10.43,0.86,7.87,37.87,2.11,3.61,0.68,115
Visakhapatnam,17-02-2019,50.92,109.68,6.96,34.62,24.08,9.49,0.81,11.06,28.92,1.89,3.65,0.44,109
Visakhapatnam,18-02-2019,51.74,100.88,12.68,37.14,30.07,8.91,0.79,20.8,17.83,1.9,3.36,0.64,109
Visakhapatnam,19-02-2019,33.27,71.67,6.19,20.37,15.87,8.37,0.68,4.56,15.31,1.43,1.73,0.41,84
Visakhapatnam,20-02-2019,39.61,86.76,17.41,24.55,27.22,8.72,0.72,5.77,13.42,1.92,4.32,0.62,82
Visakhapatnam,21-02-2019,51.81,115.7,24.02,36.12,38.74,9.88,0.83,15.92,17.11,2.06,3.88,0.9,98
Visakhapatnam,22-02-2019,52.8,118.58,10.35,40.23,29.58,10.5,0.67,10.17,28.71,1.87,5.97,0.41,103
Visakhapatnam,23-02-2019,51.41,128.17,11.2,47.12,33.81,9.68,0.84,13.49,17.21,2.13,3.96,0.65,118
Visakhapatnam,26-02-2019,52.58,169.83,8.1,28.68,21.83,13.21,0.89,7.1,1.55,2.72,2.85,0.64,148
Visakhapatnam,02-03-2019,15.89,52.28,5.49,14.77,11.88,18.19,0.45,4.55,24.44,1.26,1.92,0.59,48
Visakhapatnam,03-03-2019,26.93,69.05,9.16,20.86,18.4,19.16,0.55,6.16,25.91,1.38,2.35,0.44,63
Visakhapatnam,04-03-2019,27.8,87.02,9.33,24.13,20.15,16.91,0.73,10.33,15.8,1.93,2.6,0.5,78
Visakhapatnam,05-03-2019,22.27,91.01,11.92,26.61,23.91,15.04,0.67,11.33,12.4,1.54,2.93,0.55,92
Visakhapatnam,06-03-2019,42.23,111.52,10.3,32.32,25.64,15.18,0.74,14.82,13.43,1.83,3.18,0.6,102
Visakhapatnam,07-03-2019,30.85,93.77,7.01,23.55,17.86,13.6,0.67,7.93,20.43,1.58,4.05,0.34,104
Visakhapatnam,08-03-2019,33.92,81.68,16,29.37,28.39,14.64,0.77,4.45,27.64,1.6,5.19,0.69,81
Visakhapatnam,09-03-2019,27.95,96.17,26.94,39.08,42.69,9.47,0.86,5.18,13.08,2.69,5.31,1.6,80
Visakhapatnam,10-03-2019,19.08,75.6,18,36.5,34.05,9.02,0.61,12.53,9.47,1.17,4.25,0.37,79
Visakhapatnam,11-03-2019,21.22,93.11,16.6,42.49,36.09,7.21,0.83,17.44,9.42,1.53,2.28,0.46,74
Visakhapatnam,15-03-2019,43.56,116.19,10.54,38.18,28.88,10.07,0.72,12.45,22.29,0.88,1.28,0.18,130
Visakhapatnam,16-03-2019,28.18,95.94,5.96,25.99,18.67,8.88,0.59,8.67,18.53,0.94,1.5,0.16,107
Visakhapatnam,17-03-2019,34.35,105.79,12.83,37.82,30.54,11.04,0.62,13.1,15.39,1.44,2.82,0.2,98
Visakhapatnam,19-03-2019,32.39,100.66,13.28,43.73,34.05,9.23,0.68,4.7,21.36,3.68,8.13,2.35,100
Visakhapatnam,20-03-2019,27.53,72.87,6.94,28.71,20.92,9.03,0.64,9.69,20.53,2.39,9.1,0.92,78
Visakhapatnam,21-03-2019,23.36,66.43,10.06,29.64,23.95,7.49,0.79,9.32,22.21,4.19,6.98,1.61,74
Visakhapatnam,23-03-2019,31.12,105.29,12.4,36.11,29.29,8.76,0.77,11.71,13.51,3.16,6.39,1.52,114
Visakhapatnam,24-03-2019,31.06,108.14,15.64,35.72,31.71,7.9,0.87,11.38,10.46,3.76,5.71,1.12,101
Visakhapatnam,25-03-2019,36.77,89.98,15.7,35.59,31.69,7.68,0.83,4.85,15.33,2.95,7.09,0.88,99
Visakhapatnam,26-03-2019,24.49,64.93,13.33,30.89,27.27,6.13,0.7,8.09,8.37,2.08,7.01,0.49,81
Visakhapatnam,27-03-2019,24.5,76.36,12.35,33.42,27.82,6.14,0.68,10.25,12.09,1.57,3.53,0.51,71
Visakhapatnam,28-03-2019,30.49,93.56,9.58,33.41,25.56,6.78,0.77,15.85,14.54,1.81,3.06,0.43,87
Visakhapatnam,29-03-2019,31.8,102.51,9.63,28.23,22.85,7.16,0.83,11.6,15,2.38,3.93,0.66,91
Visakhapatnam,30-03-2019,37.15,104.69,15.62,36.12,31.91,7.17,0.86,12.35,8.66,2.55,5.63,0.76,103
Visakhapatnam,01-04-2019,43.25,133.41,8.31,35.51,25.64,6.01,0.94,10.1,17.23,3.16,5.88,0.93,126
Visakhapatnam,02-04-2019,28.42,103.06,11.85,36.19,28.89,5.34,0.95,17.8,10.37,2.34,5.13,0.71,108
Visakhapatnam,03-04-2019,27.5,89.44,13.6,35.23,29.79,5.19,0.88,14.67,9.43,1.83,3.93,0.7,101
Visakhapatnam,04-04-2019,27.02,103.61,20.57,32.42,33.96,4.97,0.87,21.15,4.48,3.23,4.9,1.02,91
Visakhapatnam,05-04-2019,23.63,77.64,21.08,25.85,30.79,5.33,0.72,19.17,4.17,2.34,4.15,0.9,96
Visakhapatnam,06-04-2019,32.96,109.5,13.85,43.6,34.45,6.14,0.63,8.55,9.24,2.85,5.75,0.88,86
Visakhapatnam,07-04-2019,25.61,85.39,8.02,41.37,28.52,5.39,0.64,12.44,17.83,2.48,5.67,0.79,105
Visakhapatnam,08-04-2019,22.42,79.8,14.26,22.97,23.82,4.41,0.8,4.42,5.25,2.47,4.12,0.87,81
Visakhapatnam,09-04-2019,23.73,81.76,19.81,23.77,28.74,5.25,0.85,6.88,5.09,2.87,5.12,0.74,80
Visakhapatnam,10-04-2019,33.69,99.18,14.32,22.46,23.58,5.62,0.66,5.13,9.26,2.02,3.52,0.66,100
Visakhapatnam,13-04-2019,27.28,106.57,14.48,42.29,34.27,6.29,0.8,7.57,30.51,3.53,7.25,1.38,96
Visakhapatnam,14-04-2019,20.65,85.16,16.65,31.55,30.32,6.09,0.71,9.19,7.99,2.46,6.18,0.72,99
Visakhapatnam,15-04-2019,28.84,107.04,20.1,36.27,35.64,6.95,0.84,16.08,7.94,3.54,5.54,1.46,89
Visakhapatnam,16-04-2019,31.45,120.82,20.27,42.89,39.3,7.41,0.87,19.8,9.43,4.6,7.18,1.72,110
Visakhapatnam,17-04-2019,35.3,116.16,15.75,33.42,30.58,7,0.8,6.68,10.95,2.97,5.23,1.21,114
Visakhapatnam,18-04-2019,31.25,102.2,15.92,24.69,26.08,5.86,0.75,5.09,7.71,1.83,4.44,0.72,111
Visakhapatnam,19-04-2019,22.48,68.45,10.03,18.99,18.27,5.28,0.65,3.89,8,1.3,3.58,0.48,88
Visakhapatnam,20-04-2019,21.76,73.93,14.91,28.49,27.27,5.19,0.71,4.05,8.68,1.56,4.51,0.7,71
Visakhapatnam,21-04-2019,25.62,86.99,20.55,44.16,40.2,6.25,0.79,2.61,7.01,3.47,9.56,1.7,79
Visakhapatnam,22-04-2019,29.58,78.81,8.56,33.58,24.82,6.46,0.65,3.6,23.29,2.45,5.58,1.07,85
Visakhapatnam,23-04-2019,26.19,68.03,10.22,26.87,22.6,5.44,0.61,3.32,17.99,1.7,3.72,0.66,72
Visakhapatnam,24-04-2019,21.88,60.43,13.66,22.74,23.2,5.26,0.6,2.76,8.57,1.87,4.71,0.56,63
Visakhapatnam,25-04-2019,37.51,114.06,14.93,23.73,24.76,5.05,0.88,3.31,8.22,2.18,4.54,0.9,83
Visakhapatnam,26-04-2019,38.9,120.33,12.73,27.19,24.81,24.31,0.79,2.88,11.15,2.46,3.92,0.86,116
Visakhapatnam,27-04-2019,29.45,96.85,12.22,23.62,22.35,34.25,1.01,2.41,9.02,1.9,4.55,0.73,113
Visakhapatnam,28-04-2019,25.92,104.1,16.81,19.16,23.85,38.69,0.83,3.27,8.65,2.88,3.22,0.61,102
Visakhapatnam,29-04-2019,18.89,65.88,14.16,15.71,19.87,42.9,0.61,5.58,7.06,1.89,3.17,0.58,85
Visakhapatnam,30-04-2019,12.9,52.79,8.44,15.86,15.3,43.25,0.61,5.1,10.51,1.08,2.73,0.32,56
Visakhapatnam,01-05-2019,13.18,50.34,4.75,18.79,13.85,25.06,0.58,5.3,10.63,1.14,3.53,0.38,46
Visakhapatnam,02-05-2019,15.1,55.1,9.33,35.9,26.68,13.04,0.57,6.22,5.82,1.88,4.35,0.91,50
Visakhapatnam,03-05-2019,59.67,198.42,10.9,49.52,35.21,12.07,1.16,4.15,25.37,5.16,10.52,2.33,97
Visakhapatnam,04-05-2019,52.61,180.09,4.74,32.12,20.93,31.66,0.86,2.49,36.58,2.56,4.47,0.95,175
Visakhapatnam,05-05-2019,65.23,220.1,6.93,42.18,28.07,26.72,0.95,3.66,32.99,3.03,3.88,0.66,160
Visakhapatnam,06-05-2019,67.2,216.54,7.84,31.58,23.17,31.93,0.9,3.34,26.11,2.39,4.32,0.66,190
Visakhapatnam,07-05-2019,56.08,194.4,11.34,35.5,28.1,25.79,0.85,3.37,15.57,2.01,3.2,0.55,163
Visakhapatnam,08-05-2019,54.82,183.91,6.11,22.26,16.8,41.26,0.64,2.01,23.67,2.06,2.71,0.42,166
Visakhapatnam,09-05-2019,61.23,188.33,8.18,26.94,20.98,16.66,1.16,4.41,33.61,3.34,5.08,0.94,151
Visakhapatnam,10-05-2019,56.23,171.44,4.67,18.5,13.62,26.89,0.81,3.73,36.53,2.85,4.14,0.74,163
Visakhapatnam,11-05-2019,49.08,163.64,5.63,11.09,10.49,3.62,0.87,3.19,25.23,2.72,4.09,0.79,140
Visakhapatnam,12-05-2019,44.74,147.05,4.91,10.19,9.26,23.45,0.71,3.32,24.45,2.42,3.59,0.61,138
Visakhapatnam,13-05-2019,43.14,168.58,7.54,11.43,12.19,9.65,0.98,2.82,17.65,2.92,4.07,0.73,135
Visakhapatnam,14-05-2019,37.06,122.82,5.88,10.67,10.43,5.51,0.69,2.64,19.63,2.03,4.12,0.68,129
Visakhapatnam,15-05-2019,45,113.4,5.28,4.13,6.02,7.08,0.9,7.43,23.34,1.98,3.35,0.59,116
Visakhapatnam,16-05-2019,29.21,130.06,10.51,19.75,18.92,12.63,0.84,9.12,15.88,2.87,5.45,0.72,111
Visakhapatnam,17-05-2019,35.01,127.26,10.53,40.82,30.27,4.86,0.97,7.74,16,2.45,5.64,1.13,125
Visakhapatnam,18-05-2019,40.21,139.76,13.36,42.51,33.59,5.31,0.96,6.94,14.09,2.52,4.46,0.95,117
Visakhapatnam,21-05-2019,31.98,117.35,11.57,32,26.43,6.16,0.79,9.84,11.98,2.28,3.52,0.8,108
Visakhapatnam,22-05-2019,32.84,120.24,14.11,32.44,28.73,17.9,0.67,13.58,11.28,1.49,2.2,0.46,115
Visakhapatnam,23-05-2019,26.16,103.66,10.78,28.5,23.92,12.54,0.73,10.67,10.02,1.69,2.06,0.45,106
Visakhapatnam,24-05-2019,29.8,104.97,9.9,29.1,23.53,5.34,0.77,11.11,13.22,1.88,2.5,0.54,101
Visakhapatnam,25-05-2019,39.15,123.66,9.88,31.19,24.62,7.44,0.82,7.83,17.42,1.63,2.05,0.4,109
Visakhapatnam,26-05-2019,57.41,131.82,5.22,33.59,22.11,4.44,0.75,7.1,26.98,1.94,1.84,0.39,126
Visakhapatnam,27-05-2019,31.75,127.6,7.55,34.42,24.46,3.11,0.79,6.71,32.66,2.08,2.7,0.63,120
Visakhapatnam,28-05-2019,39.54,117.65,12.21,51.29,37.33,1.9,1.06,18,29.81,3.99,6.75,1.6,106
Visakhapatnam,30-05-2019,33.91,103.26,6.99,42.39,28.22,2.52,0.8,17.44,23.55,3.83,6.86,2.63,111
Visakhapatnam,31-05-2019,37.1,107.98,6.56,31.49,22.21,4.8,0.77,4.73,24.16,3.35,6.07,1.77,103
Visakhapatnam,01-06-2019,45.29,106.33,7.38,29.3,21.59,8.43,0.76,6.79,30.85,4.59,8.09,2.53,103
Visakhapatnam,02-06-2019,50.58,137.62,6.03,33.15,22.59,14.25,0.79,7.03,26.69,4.12,5.68,1.49,87
Visakhapatnam,03-06-2019,29.74,101.8,17.14,44.6,37.79,3.6,0.9,6.22,19.75,4.76,10.42,4.77,97
Visakhapatnam,04-06-2019,42.08,113.64,18.3,50.29,41.75,3.73,0.86,9.46,16.86,5.72,17.77,4.03,109
Visakhapatnam,05-06-2019,50.27,126.08,5.74,31.49,21.31,12.96,0.85,7.79,25.76,4.88,6.84,2.2,88
Visakhapatnam,06-06-2019,38.91,123.12,8.69,35.15,25.77,4.53,0.84,8.96,22.76,5.45,9.33,3.73,117
Visakhapatnam,07-06-2019,45.26,127.45,8.4,35.69,25.79,6.4,0.85,13.73,18.08,6.15,8.71,2.81,121
Visakhapatnam,08-06-2019,37.51,118.95,6.51,32.28,22.46,3.04,0.74,11.74,18.21,5.39,7.21,2.16,109
Visakhapatnam,09-06-2019,55.58,133.27,6.45,46.77,30.12,5.79,0.9,14.09,31.21,5.53,10.18,2.8,119
Visakhapatnam,10-06-2019,47.28,116.44,5.79,51.94,32.33,5.43,0.82,15.56,40.04,6.59,14.42,3.39,122
Visakhapatnam,11-06-2019,37.53,113.19,8.34,49.11,32.91,3.74,0.74,14.49,24.99,5.61,13.34,3.17,99
Visakhapatnam,13-06-2019,27.89,94.44,5.57,43.7,27.77,2.49,0.75,12.47,35.08,4.56,10.61,2.75,112
Visakhapatnam,15-06-2019,37.35,138.02,7.87,46.38,31.2,2.71,0.76,21.26,24.49,5.66,10.97,3.21,122
Visakhapatnam,16-06-2019,40.03,141.42,11.35,40.83,30.06,4.1,0.69,21.41,19.68,3.92,9.24,1.68,135
Visakhapatnam,18-06-2019,40.58,120.64,8.07,45.39,30.84,5.24,0.84,18.11,25.52,5.4,11.08,2.74,100
Visakhapatnam,20-06-2019,37.62,105.75,9.24,38.69,28.1,4.81,0.89,6.32,17.01,5.81,12.49,3.62,126
Visakhapatnam,21-06-2019,28.8,66.8,11.94,41.36,31.71,4.09,0.82,9.01,21.5,5.3,14.08,4.74,86
Visakhapatnam,23-06-2019,39.46,81.53,7.26,37.97,26.09,4.9,0.73,8.51,25.95,6.12,16.7,3.2,98
Visakhapatnam,24-06-2019,35.47,71.35,5.17,28.75,19.5,5.85,0.68,8.96,24.19,4.23,13.81,1.78,75
Visakhapatnam,25-06-2019,22.96,61.28,7.14,26.62,19.97,5.84,0.64,7.11,11.66,3.77,7.76,1.73,60
Visakhapatnam,26-06-2019,30.65,84.08,7.75,27.46,20.91,6.72,0.79,8.36,16.2,3.88,9.33,2.31,73
Visakhapatnam,27-06-2019,40.18,105.25,7.6,47.96,31.68,6.71,0.81,13.28,19.68,5.36,11.1,3,98
Visakhapatnam,29-06-2019,25.84,91.36,12.85,42.21,32.9,7.97,0.8,14.17,9.36,5.24,14.78,4.15,105
Visakhapatnam,02-07-2019,29.39,92.4,14.88,50.5,38.96,7.99,0.66,9.93,6.8,5.5,15.59,4.32,88
Visakhapatnam,04-07-2019,33.55,139.81,11.72,40.73,31.2,7.02,0.68,14.65,11.12,6.83,11.15,3.61,132
Visakhapatnam,05-07-2019,33.67,85.62,13.64,41.48,33.15,6.54,0.61,14.04,6.21,5.4,11.03,3.88,110
Visakhapatnam,06-07-2019,25.58,91.73,17.5,39.32,35.15,5.7,0.7,10.14,5.42,5.97,15.23,4.13,80
Visakhapatnam,10-07-2019,31.12,121.6,11.42,40.55,30.85,4.98,0.83,9.07,9.17,4.87,9.05,3.33,129
Visakhapatnam,11-07-2019,25.62,106.83,10.77,34.25,26.97,7.96,0.63,7.67,9.32,4.2,7.9,2.76,108
Visakhapatnam,12-07-2019,20.88,95.85,8.9,34.46,25.57,6.4,0.5,7.07,11.47,4.08,7.44,2.73,102
Visakhapatnam,13-07-2019,34.28,118.77,11.76,41.25,31.5,6.85,0.52,6.76,10.65,5.13,11.37,4.14,110
Visakhapatnam,14-07-2019,28.47,84.28,11.2,41.79,31.34,6.26,0.37,6.88,4.38,4.2,9.27,1.79,106
Visakhapatnam,18-07-2019,40.74,106.84,7.75,33.3,24.01,9.25,0.63,12.61,25.08,5.28,13.23,3.08,117
Visakhapatnam,20-07-2019,34.17,71.59,5.19,24.07,17.02,9.8,0.57,11.45,20.48,4.46,7.92,1.44,89
Visakhapatnam,21-07-2019,20.21,48.5,2.79,12.57,8.96,7.2,0.44,14.75,24.05,1.91,6.87,0.72,57
Visakhapatnam,22-07-2019,20.03,47.3,3.46,13.26,9.86,7.28,0.39,14.46,18.31,2.03,4.23,1.04,46
Visakhapatnam,23-07-2019,16.74,50.23,9.48,17.67,17.1,6.6,0.49,15.32,9.97,3.01,7.32,1.65,49
Visakhapatnam,24-07-2019,29.76,102.17,11.47,35.69,28.3,6.63,0.89,15.27,12.02,5.05,16.02,2.96,75
Visakhapatnam,25-07-2019,29.61,81.88,9.2,35.82,26.53,5.46,1.05,5.87,16.25,4.26,10.06,3.47,100
Visakhapatnam,26-07-2019,19.61,49.3,22.44,40.12,39.59,4.58,0.67,13.09,7.5,5.41,17.78,4.17,78
Visakhapatnam,27-07-2019,17.07,54.79,21.73,40.79,39.36,4.61,0.7,12.45,4.78,5.29,16.02,4.46,52
Visakhapatnam,28-07-2019,27.38,50.55,22.79,39.75,39.68,5.41,0.75,15.04,3.57,4.77,11.66,3.55,71
Visakhapatnam,29-07-2019,24.48,70.71,18.77,38.05,35.49,6.43,0.93,10.33,4.97,4.66,11.24,4.59,53
Visakhapatnam,30-07-2019,26.17,96.67,13.3,36.98,30.48,6.59,0.76,14.9,8.75,5.11,11.05,3.11,85
Visakhapatnam,31-07-2019,32.33,124.88,14.67,43.05,34.83,7.19,0.98,9.68,7.18,6.07,11.7,3.55,104
Visakhapatnam,01-08-2019,26.12,90.2,13.03,34.39,28.89,7.49,0.88,10.89,6.41,4.4,9.58,3.09,113
Visakhapatnam,02-08-2019,17.8,58.85,17.24,32.18,31.13,8.13,0.79,15.37,3.58,4.49,10.4,3.3,75
Visakhapatnam,04-08-2019,29.95,92.72,20.07,38.31,36.69,8.33,0.99,13,6.39,5.97,13.49,3.78,83
Visakhapatnam,11-08-2019,29.25,82.66,11.2,26.37,23.14,9.1,0.69,13.81,12.65,4.61,13.66,2.99,102
Visakhapatnam,14-08-2019,38.11,101.57,7.43,22.38,17.94,10.34,0.75,10.36,15.09,5.31,11.18,3.51,108
Visakhapatnam,15-08-2019,44.17,162.64,5.18,29.12,19.7,11.33,1.17,15.21,10.91,5.5,4.95,1.23,113
Visakhapatnam,27-08-2019,35.18,105.31,4.73,9.73,9.03,5.14,0.79,9.85,22.84,5.29,10.53,3.71,108
Visakhapatnam,28-08-2019,32.64,106.67,5.44,9.42,9.43,5.12,0.65,13.95,19.52,5.27,13.29,3.43,109
Visakhapatnam,07-09-2019,18.05,52.41,19.62,39.29,36.84,8.68,0.77,3.19,14.59,4.48,13.57,4.73,56
Visakhapatnam,08-09-2019,23.49,80.31,11.34,32.1,26.31,7.35,0.84,6.27,21.65,6.41,10.85,3.86,64
Visakhapatnam,09-09-2019,29.19,108.49,12.63,35.22,29.01,6.81,0.94,5.22,27.72,5.47,8.75,3.34,98
Visakhapatnam,12-09-2019,33.52,91.75,15.98,41.39,35,5.03,1.03,11.65,20.83,5.76,13.93,4.67,93
Visakhapatnam,14-09-2019,39.35,93.44,8.6,39.29,28.02,6.93,0.73,11.27,28.48,3.61,11.06,4.13,107
Visakhapatnam,15-09-2019,37.09,85.61,6.65,33.06,22.99,6.25,0.68,13.99,32.83,2.16,5.95,1.55,86
Visakhapatnam,16-09-2019,42.98,98.42,7.28,34,24.13,7.16,0.84,11.14,38.86,1.87,6.42,2.46,83
Visakhapatnam,18-09-2019,14.11,45.52,14.42,21.64,23.23,4.27,0.5,13.71,18.83,0.99,7.31,2.06,60
Visakhapatnam,19-09-2019,9.76,27.66,3.26,9.06,7.46,3.87,0.43,14.52,36.58,0.51,2.81,0.96,43
Visakhapatnam,20-09-2019,14.75,37.77,9.46,20.6,18.65,4.08,0.54,14.57,35.98,1.18,5.13,1.38,53
Visakhapatnam,21-09-2019,15.09,80.12,24.8,20.87,31.27,3.86,0.61,13.48,18.88,2.72,9.12,2.69,77
Visakhapatnam,22-09-2019,6.64,31.12,8.82,14.1,14.67,3.09,0.5,13.67,19.18,1.82,5.37,1.07,44
Visakhapatnam,23-09-2019,6.63,20.53,8.07,18.22,16.42,3.16,0.59,19.71,21.31,1.97,7.87,1.48,42
Visakhapatnam,24-09-2019,12.12,31.34,25.95,30.68,37.57,3.45,0.89,11.8,16.54,1.64,8.91,4.63,64
Visakhapatnam,25-09-2019,15.48,34.22,25.39,31.57,37.43,3.7,0.93,13.94,15,4.6,10.74,3.93,84
Visakhapatnam,29-09-2019,27.57,78.88,34.87,29.53,44.05,6.92,1.19,13.16,12.48,4.48,12.92,3.67,89
Visakhapatnam,30-09-2019,32.77,99.56,32.53,32.42,43.7,10.69,1.32,9.55,13.14,4.6,15.39,4.67,98
Visakhapatnam,01-10-2019,27.7,87.41,31.47,38.3,46.08,13.79,0.96,11.82,15.39,5.14,16.13,4.8,93
Visakhapatnam,12-10-2019,27.58,112.85,22.29,33.36,35.88,3.35,0.68,21.97,21.4,4.88,14.47,3.04,101
Visakhapatnam,13-10-2019,28.92,161.21,24.9,34.79,38.75,4.75,0.6,21.58,24.13,3.05,8.76,2.92,133
Visakhapatnam,18-10-2019,8.55,22.06,5.42,21.09,15.63,2.27,0.51,21.46,28.19,2.07,5.72,1.1,45
Visakhapatnam,21-10-2019,10.5,23.78,4.96,22.41,15.92,2.67,0.52,20.41,27.52,2.07,5.82,0.97,44
Visakhapatnam,22-10-2019,15.67,26.01,21.98,38.11,38.29,1.8,0.78,21.7,21.41,3.18,8.46,2.07,62
Visakhapatnam,25-10-2019,37.82,88.58,22.91,56.87,48.88,1.16,1.44,22.24,19.29,5.48,12.05,3.52,121
Visakhapatnam,30-10-2019,41.58,69.57,7.2,35,23.77,3.33,0.79,20.54,43.45,2.15,5.82,1.23,81
Visakhapatnam,31-10-2019,63.19,109,25.5,42.84,43.48,12.52,1,18.43,37.39,3.85,8.31,2.32,101
Visakhapatnam,01-11-2019,78.9,144.14,22.21,40.43,39.56,17.77,1.06,18.88,33.46,5.51,12.84,2.68,163
Visakhapatnam,02-11-2019,86.71,157.26,25.08,43.75,43.67,16.22,0.95,16.03,41.03,6.17,16.87,4.64,134
Visakhapatnam,09-11-2019,57.05,142.8,30.38,57.39,55.22,12.24,0.93,19.4,33.06,6.63,16.24,4.32,158
Visakhapatnam,10-11-2019,38.34,88.54,14.13,41.66,33.73,6.36,0.88,11.09,42.15,4.12,9.27,2.42,111
Visakhapatnam,11-11-2019,37.12,98.86,22.24,43.05,40.98,2.37,1.1,6.17,39.97,4.52,11.43,2.9,105
Visakhapatnam,12-11-2019,36.97,104.19,14.02,36.46,30.8,21.37,0.74,2.78,51.42,4.52,10.57,2.62,103
Visakhapatnam,13-11-2019,41.18,78.79,3.02,26.24,16.35,10.84,0.92,5.74,70.23,2.91,6.99,1.14,98
Visakhapatnam,14-11-2019,55.7,104.68,2.94,30.96,18.83,42.86,1,7.36,78.85,2.8,7.56,1.24,107
Visakhapatnam,15-11-2019,59.7,108.74,2.79,35.91,21.37,30.83,1.11,5.88,74.13,3.08,8.74,1.42,110
Visakhapatnam,16-11-2019,57.56,111.17,3.63,38.74,23.55,10.14,0.84,8.04,79.93,5.27,11.02,2.08,109
Visakhapatnam,17-11-2019,46.69,92.64,2.95,29.13,17.88,10.57,0.72,8.71,69.31,4.39,11.24,1.41,96
Visakhapatnam,18-11-2019,46.28,85.5,2.89,23.71,14.96,11.51,0.71,7.21,66.6,3.98,8.4,1.18,82
Visakhapatnam,22-11-2019,53.08,100.93,2.99,33.47,20.15,10.77,0.75,8.3,84.27,3.99,10.49,1.62,106
